el,sc,obs_wl,unc_obs_wl,calc_wl,unc_calc_wn,intens,c1,t1,j1,g1,c2,t2,j2,g2,rem,A,osc_str,line_str,log_gf,Accur,type,tp_ref,line_ref,low_level_id,upp_level_id,line_id
N,2,4601.48,,4601.478,,550,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,2,5,,2.22e+07,1.18e-01,5.35e+00,-0.452,B+,,T7333,L3513,007002.000029,007002.000041,36892
N,2,4607.16,,4607.153,,450,2s2.2p.3s,3P*,0,1,2s2.2p.3p,3P,1,3,,3.15e+07,3.01e-01,4.56e+00,-0.522,B+,,T7333,L3513,007002.000028,007002.000040,36893
N,2,4613.87,,4613.868,,360,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,1,3,,2.12e+07,6.77e-02,3.09e+00,-0.692,B+,,T7333,L3513,007002.000029,007002.000040,36894
N,2,4621.39,,4621.393,,450,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,0,1,,9.04e+07,9.65e-02,4.41e+00,-0.538,B+,,T7333,L3513,007002.000029,007002.000039,36895
N,2,4630.54,,4630.539,,870,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3P,2,5,,7.48e+07,2.41e-01,1.84e+01,0.080,B+,,T7333,L3513,007002.000030,007002.000041,36896
N,2,4643.08,,4643.086,,550,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3P,1,3,,4.39e+07,8.52e-02,6.51e+00,-0.371,B+,,T7333,L3513,007002.000030,007002.000040,36897
N,2,,,4654.531,,,2s2.2p.3s,1P*,1,3,2s2.2p.3p,3P,2,5,,1.92e+06,1.04e-02,4.78e-01,-1.506,B,,T7333,,007002.000031,007002.000041,38184
N,2,,,4667.208,,,2s2.2p.3s,1P*,1,3,2s2.2p.3p,3P,1,3,,2.31e+06,7.53e-03,3.47e-01,-1.646,B,,T7333,,007002.000031,007002.000040,38185
N,2,,,4674.908,,,2s2.2p.3s,1P*,1,3,2s2.2p.3p,3P,0,1,,8.54e+06,9.33e-03,4.31e-01,-1.553,B,,T7333,,007002.000031,007002.000039,38186
N,2,,,4694.274,,,2s.2p2.(4P).3p,5D*,0,1,2s.2p2.(4P).3d,5D,1,3,,1.23e+07,1.22e-01,1.89e+00,-0.914,C+,,T5520LS,,007002.000140,007002.000181,38582
N,2,,,4695.899,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5D,2,5,,1.29e+07,7.11e-02,3.30e+00,-0.671,C+,,T5520LS,,007002.000141,007002.000182,38581
N,2,,,4697.638,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5D,1,3,,3.06e+06,1.01e-02,4.70e-01,-1.517,C+,,T5520LS,,007002.000141,007002.000181,38574
N,2,,,4698.554,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5D,0,1,,3.67e+07,4.05e-02,1.88e+00,-0.915,C+,,T5520LS,,007002.000141,007002.000180,38578
N,2,,,4700.032,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5D,3,7,,1.05e+07,4.87e-02,3.77e+00,-0.613,C+,,T5520LS,,007002.000142,007002.000183,38580
N,2,,,4702.503,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5D,2,5,,9.15e+06,3.04e-02,2.35e+00,-0.819,C+,,T5520LS,,007002.000142,007002.000182,38573
N,2,,,4704.247,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5D,1,3,,2.13e+07,4.24e-02,3.29e+00,-0.673,C+,,T5520LS,,007002.000142,007002.000181,38577
N,2,,,4706.400,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5D,4,9,,6.09e+06,2.60e-02,2.82e+00,-0.740,C+,,T5520LS,,007002.000143,007002.000184,38579
N,2,,,4709.435,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,1P*,1,3,,1.49e+05,4.97e-04,2.31e-02,-2.826,B,,T7333,,007002.000038,007002.000055,38258
N,2,,,4709.584,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5D,3,7,,1.82e+07,6.06e-02,6.57e+00,-0.373,C+,,T5520LS,,007002.000143,007002.000183,38572
N,2,,,4712.065,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5D,2,5,,1.46e+07,3.47e-02,3.77e+00,-0.614,C+,,T5520LS,,007002.000143,007002.000182,38576
N,2,,,4718.377,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5D,4,9,,3.02e+07,1.01e-01,1.41e+01,-0.042,C+,,T5520LS,,007002.000144,007002.000184,38571
N,2,,,4721.577,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5D,3,7,,7.75e+06,2.02e-02,2.82e+00,-0.741,C+,,T5520LS,,007002.000144,007002.000183,38575
N,2,,,4774.244,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3D*,2,5,,3.07e+06,1.75e-02,8.24e-01,-1.280,B,,T7333,,007002.000034,007002.000049,38224
N,2,,,4776.224,,,2s2.2p.4p,1P,1,3,2s2.2p.6s,1P*,1,3,,1.03e+07,3.52e-02,1.66e+00,-0.976,B,,T5520,,007002.000060,007002.000139,38433
N,2,,,4779.722,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3D*,1,3,,2.49e+07,8.52e-02,4.02e+00,-0.593,B,,T7333,,007002.000034,007002.000048,38220
N,2,,,4781.190,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,3D*,3,7,,1.92e+06,9.21e-03,7.25e-01,-1.337,B,,T7333,,007002.000035,007002.000050,38223
N,2,4788.13,,4788.138,,285,2s2.2p.3p,3D,2,5,2s2.2p.3d,3D*,2,5,,2.50e+07,8.61e-02,6.79e+00,-0.366,B,,T7333,L3513,007002.000035,007002.000049,36898
N,2,,,4793.648,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,3D*,1,3,,7.73e+06,1.60e-02,1.26e+00,-1.097,B,,T7333,,007002.000035,007002.000048,38222
N,2,4803.29,,4803.287,,450,2s2.2p.3p,3D,3,7,2s2.2p.3d,3D*,3,7,,3.17e+07,1.10e-01,1.21e+01,-0.115,B,,T7333,L3513,007002.000036,007002.000050,36899
N,2,,,4810.299,,,2s2.2p.3p,3D,3,7,2s2.2p.3d,3D*,2,5,,4.75e+06,1.18e-02,1.31e+00,-1.084,B,,T7333,,007002.000036,007002.000049,38221
N,2,,,4812.082,,,2s.2p2.(4P).3p,5D*,0,1,2s.2p2.(4P).3d,5P,1,3,,1.16e+05,1.21e-03,1.92e-02,-2.918,C,,T5520LS,,007002.000140,007002.000179,38570
N,2,,,4815.617,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5P,1,3,,2.61e+05,9.08e-04,4.32e-02,-2.565,C+,,T5520LS,,007002.000141,007002.000179,38567
N,2,,,4821.804,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5P,2,5,,5.20e+04,3.02e-04,1.44e-02,-3.043,C,,T5520LS,,007002.000141,007002.000178,38569
N,2,,,4822.563,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5P,1,3,,2.02e+05,4.23e-04,3.36e-02,-2.675,C+,,T5520LS,,007002.000142,007002.000179,38564
N,2,,,4828.768,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5P,2,5,,2.01e+05,7.03e-04,5.59e-02,-2.454,C+,,T5520LS,,007002.000142,007002.000178,38566
N,2,,,4837.781,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5P,3,7,,1.63e+04,8.01e-05,6.38e-03,-3.397,C,,T5520LS,,007002.000142,007002.000177,38568
N,2,,,4838.851,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5P,2,5,,3.20e+05,8.03e-04,8.95e-02,-2.250,C+,,T5520LS,,007002.000143,007002.000178,38563
N,2,,,4847.902,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5P,3,7,,1.14e+05,4.02e-04,4.49e-02,-2.551,C+,,T5520LS,,007002.000143,007002.000177,38565
N,2,,,4860.167,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,1D*,2,5,,1.87e+06,1.10e-02,5.29e-01,-1.481,B+,,T7333,,007002.000034,007002.000047,38219
N,2,,,4860.611,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5P,3,7,,4.35e+05,1.20e-03,1.73e-01,-1.967,C+,,T5520LS,,007002.000144,007002.000177,38562
N,2,,,4874.57,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,1D*,2,5,,2.17e+03,7.75e-06,6.22e-04,-4.412,B+,,T7333,,007002.000035,007002.000047,302037
N,2,4895.11,,4895.117,,285,2s.2p3,1D*,2,5,2s2.2p.3p,1P,1,3,,3.04e+06,6.56e-03,5.29e-01,-1.484,D,,T7333,L3513,007002.000027,007002.000033,36900
N,2,,,4897.54,,,2s2.2p.3p,3D,3,7,2s2.2p.3d,1D*,2,5,,5.61e+02,1.44e-06,1.63e-04,-4.996,D,,T7333,,007002.000036,007002.000047,302036
N,2,4987.37,,4987.376,,285,2s2.2p.3p,3S,1,3,2s2.2p.3d,3P*,0,1,,6.98e+07,8.68e-02,4.28e+00,-0.584,B+,,T7333,L3513,007002.000038,007002.000053,36903
N,2,,,4991.243,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5P*,2,5,,3.54e+07,2.20e-01,1.09e+01,-0.180,C+,,T5520LS,,007002.000069,007002.000146,38508
N,2,4994.36,,4994.360,,450,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5P*,3,7,,2.62e+07,1.37e-01,1.13e+01,-0.164,C+,,T5520LS,L3513,007002.000070,007002.000147,36904
N,2,,,4994.370,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,3P*,1,3,,7.11e+07,2.66e-01,1.31e+01,-0.098,B+,,T7333,,007002.000038,007002.000052,38257
N,2,,,4997.224,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5P*,1,3,,1.96e+07,7.34e-02,3.62e+00,-0.657,C+,,T5520LS,,007002.000069,007002.000145,38505
N,2,,,5001.134,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3F*,2,5,,9.65e+07,6.03e-01,2.98e+01,0.258,A,,T7333,,007002.000034,007002.000044,38217
N,2,5001.48,,5001.474,,650,2s2.2p.3p,3D,2,5,2s2.2p.3d,3F*,3,7,,1.04e+08,5.44e-01,4.48e+01,0.435,A,,T7333,L3513,007002.000035,007002.000045,36905
N,2,5002.70,,5002.703,,360,2s2.2p.3s,3P*,0,1,2s2.2p.3p,3S,1,3,,8.33e+06,9.38e-02,1.55e+00,-1.028,B,,T7333,L3513,007002.000028,007002.000038,36906
N,2,5005.15,,5005.150,,870,2s2.2p.3p,3D,3,7,2s2.2p.3d,3F*,4,9,,1.14e+08,5.52e-01,6.37e+01,0.587,A,,T7333,L3513,007002.000036,007002.000046,36907
N,2,,,5005.300,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5P*,2,5,,6.51e+06,2.45e-02,2.02e+00,-0.912,C+,,T5520LS,,007002.000070,007002.000146,38504
N,2,5007.32,,5007.328,,550,2s2.2p.3p,3S,1,3,2s2.2p.3d,3P*,2,5,,7.43e+07,4.66e-01,2.31e+01,0.145,B+,,T7333,L3513,007002.000038,007002.000051,36908
N,2,5010.62,,5010.621,,450,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3S,1,3,,2.10e+07,7.91e-02,3.91e+00,-0.625,B,,T7333,L3513,007002.000029,007002.000038,36909
N,2,,,5011.314,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5P*,1,3,,5.84e+07,1.32e-01,1.09e+01,-0.180,C+,,T5520LS,,007002.000070,007002.000145,38507
N,2,,,5012.036,,,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5P*,3,7,,5.19e+07,1.96e-01,2.26e+01,0.136,C+,,T5520LS,,007002.000071,007002.000147,38503
N,2,5016.39,,5016.381,,360,2s2.2p.3p,3D,2,5,2s2.2p.3d,3F*,2,5,,1.59e+07,5.99e-02,4.95e+00,-0.524,A,,T7333,L3513,007002.000035,007002.000044,36910
N,2,,,5022.074,,,2s2.2p.4p,3P,0,1,2s.2p2.(4P).3p,3S*,1,3,,1.09e+06,1.24e-02,2.05e-01,-1.908,C+,,T5520LS,,007002.000064,007002.000138,38482
N,2,,,5023.053,,,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5P*,2,5,,3.61e+07,9.76e-02,1.13e+01,-0.165,C+,,T5520LS,,007002.000071,007002.000146,38506
N,2,5025.66,,5025.659,,360,2s2.2p.3p,3D,3,7,2s2.2p.3d,3F*,3,7,,1.04e+07,3.96e-02,4.58e+00,-0.558,A,,T7333,L3513,007002.000036,007002.000045,36911
N,2,,,5028.781,,,2s2.2p.4p,3P,1,3,2s.2p2.(4P).3p,3S*,1,3,,3.27e+06,1.24e-02,6.16e-01,-1.429,C+,,T5520LS,,007002.000065,007002.000138,38481
N,2,,,5040.711,,,2s2.2p.3p,3D,3,7,2s2.2p.3d,3F*,2,5,,3.65e+05,9.94e-04,1.16e-01,-2.158,A,,T7333,,007002.000036,007002.000044,38218
N,2,5045.10,,5045.099,,550,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3S,1,3,,3.37e+07,7.72e-02,6.41e+00,-0.413,B,,T7333,L3513,007002.000030,007002.000038,36912
N,2,,,5046.538,,,2s2.2p.4p,3P,2,5,2s.2p2.(4P).3p,3S*,1,3,,5.39e+06,1.24e-02,1.03e+00,-1.209,C+,,T5520LS,,007002.000066,007002.000138,38480
N,2,,,5073.592,,,2s2.2p.3s,1P*,1,3,2s2.2p.3p,3S,1,3,,2.43e+06,9.40e-03,4.71e-01,-1.550,B,,T7333,,007002.000031,007002.000038,38183
N,2,,,5104.445,,,2s2.2p.3p,1S,0,1,2s2.2p.4s,1P*,1,3,,1.01e+07,1.18e-01,1.99e+00,-0.927,C,,"T5520,T6385",,007002.000043,007002.000059,38325
N,2,,,5114.285,,,2s2.2p.3p,3P,0,1,2s2.2p.3d,1P*,1,3,,3.88e+04,4.56e-04,7.68e-03,-3.341,B,,T7333,,007002.000039,007002.000055,38283
N,2,,,5123.53,,,2s2.2p.3p,3P,1,3,2s2.2p.3d,1P*,1,3,,5.69e+03,2.24e-05,1.14e-03,-4.172,B,,T7333,,007002.000040,007002.000055,302046
N,2,,,5138.90,,,2s2.2p.3p,3P,2,5,2s2.2p.3d,1P*,1,3,,3.34e+03,7.93e-06,6.71e-04,-4.402,C,,T7333,,007002.000041,007002.000055,302045
N,2,,,5168.050,,,2s.2p2.(4P).3p,5P*,1,3,2s.2p2.(4P).3d,5D,2,5,,3.06e+07,2.04e-01,1.04e+01,-0.213,C+,,T5520LS,,007002.000145,007002.000182,38592
N,2,,,5170.156,,,2s.2p2.(4P).3p,5P*,1,3,2s.2p2.(4P).3d,5D,1,3,,6.54e+07,2.62e-01,1.34e+01,-0.104,C+,,T5520LS,,007002.000145,007002.000181,38595
N,2,,,5171.266,,,2s.2p2.(4P).3p,5P*,1,3,2s.2p2.(4P).3d,5D,0,1,,8.71e+07,1.16e-01,5.95e+00,-0.457,C+,,T5520LS,,007002.000145,007002.000180,38598
N,2,,,5171.469,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5D,3,7,,5.81e+07,3.26e-01,2.78e+01,0.213,C+,,T5520LS,,007002.000146,007002.000183,38591
N,2,,,5172.344,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5F,2,5,,6.01e+07,4.02e-01,2.05e+01,0.081,C+,,T5520LS,,007002.000141,007002.000173,38553
N,2,,,5172.973,,,2s.2p2.(4P).3p,5D*,0,1,2s.2p2.(4P).3d,5F,1,3,,5.01e+07,6.03e-01,1.03e+01,-0.219,C+,,T5520LS,,007002.000140,007002.000172,38554
N,2,,,5173.385,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5F,3,7,,7.36e+07,4.14e-01,3.52e+01,0.316,C+,,T5520LS,,007002.000142,007002.000174,38552
N,2,,,5174.462,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5D,2,5,,5.07e+07,2.04e-01,1.73e+01,0.008,C+,,T5520LS,,007002.000146,007002.000182,38594
N,2,,,5175.890,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5F,4,9,,8.93e+07,4.61e-01,5.50e+01,0.509,C+,,T5520LS,,007002.000143,007002.000175,38551
N,2,,,5176.573,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5D,1,3,,2.17e+07,5.23e-02,4.46e+00,-0.582,C+,,T5520LS,,007002.000146,007002.000181,38597
N,2,,,5177.058,,,2s.2p2.(4P).3p,5D*,1,3,2s.2p2.(4P).3d,5F,1,3,,5.00e+07,2.01e-01,1.03e+01,-0.220,C+,,T5520LS,,007002.000141,007002.000172,38558
N,2,,,5179.344,,,2s.2p2.(4P).3p,5P*,3,7,2s.2p2.(4P).3d,5D,4,9,,8.67e+07,4.49e-01,5.36e+01,0.497,C+,,T5520LS,,007002.000147,007002.000184,38590
N,2,,,5179.521,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5F,5,11,,1.07e+08,5.26e-01,8.08e+01,0.675,C+,,T5520LS,,007002.000144,007002.000176,38550
N,2,,,5180.358,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5F,2,5,,4.28e+07,1.72e-01,1.47e+01,-0.065,C+,,T5520LS,,007002.000142,007002.000173,38557
N,2,,,5183.200,,,2s.2p2.(4P).3p,5P*,3,7,2s.2p2.(4P).3d,5D,3,7,,2.88e+07,1.16e-01,1.39e+01,-0.090,C+,,T5520LS,,007002.000147,007002.000183,38593
N,2,,,5184.961,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5F,3,7,,3.20e+07,1.29e-01,1.54e+01,-0.044,C+,,T5520LS,,007002.000143,007002.000174,38556
N,2,,,5185.087,,,2s.2p2.(4P).3p,5D*,2,5,2s.2p2.(4P).3d,5F,1,3,,7.11e+06,1.72e-02,1.47e+00,-1.065,C+,,T5520LS,,007002.000142,007002.000172,38561
N,2,,,5186.206,,,2s.2p2.(4P).3p,5P*,3,7,2s.2p2.(4P).3d,5D,2,5,,5.76e+06,1.66e-02,1.98e+00,-0.935,C+,,T5520LS,,007002.000147,007002.000182,38596
N,2,,,5190.380,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5F,4,9,,1.77e+07,7.15e-02,1.10e+01,-0.191,C+,,T5520LS,,007002.000144,007002.000175,38555
N,2,,,5191.965,,,2s.2p2.(4P).3p,5D*,3,7,2s.2p2.(4P).3d,5F,2,5,,4.25e+06,1.23e-02,1.47e+00,-1.066,C+,,T5520LS,,007002.000143,007002.000173,38560
N,2,,,5199.501,,,2s.2p2.(4P).3p,5D*,4,9,2s.2p2.(4P).3d,5F,3,7,,1.51e+06,4.76e-03,7.34e-01,-1.368,C+,,T5520LS,,007002.000144,007002.000174,38559
N,2,,,5238.18,,,2s.2p3,3S*,1,3,2s2.2p.3p,1D,2,5,,3.16e+03,2.17e-05,1.12e-03,-4.186,B,,T7333,,007002.000032,007002.000042,302033
N,2,,,5240.857,,,2s2.2p.4p,1P,1,3,2s2.2p.5d,1P*,1,3,,6.20e+05,2.55e-03,1.32e-01,-2.116,B,,T5520,,007002.000060,007002.000121,38432
N,2,,,5306.774,,,2s2.2p.3d,3F*,2,5,2s2.2p.4p,1D,2,5,,2.20e+04,9.29e-05,8.12e-03,-3.333,D,,T6385,,007002.000044,007002.000068,38336
N,2,,,5313.424,,,2s.2p2.(4P).3p,5P*,1,3,2s.2p2.(4P).3d,5P,1,3,,1.41e+07,5.97e-02,3.13e+00,-0.747,C+,,T5520LS,,007002.000145,007002.000179,38585
N,2,,,5320.202,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5P,1,3,,4.20e+07,1.07e-01,9.37e+00,-0.272,C+,,T5520LS,,007002.000146,007002.000179,38587
N,2,,,5320.958,,,2s.2p2.(4P).3p,5P*,1,3,2s.2p2.(4P).3d,5P,2,5,,2.52e+07,1.78e-01,9.38e+00,-0.272,C+,,T5520LS,,007002.000145,007002.000178,38589
N,2,,,5327.756,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5P,2,5,,4.65e+06,1.98e-02,1.74e+00,-1.004,C+,,T5520LS,,007002.000146,007002.000178,38584
N,2,,,5338.729,,,2s.2p2.(4P).3p,5P*,2,5,2s.2p2.(4P).3d,5P,3,7,,1.85e+07,1.11e-01,9.73e+00,-0.257,C+,,T5520LS,,007002.000146,007002.000177,38588
N,2,,,5340.207,,,2s.2p2.(4P).3p,5P*,3,7,2s.2p2.(4P).3d,5P,2,5,,2.59e+07,7.91e-02,9.74e+00,-0.257,C+,,T5520LS,,007002.000147,007002.000178,38586
N,2,,,5351.232,,,2s.2p2.(4P).3p,5P*,3,7,2s.2p2.(4P).3d,5P,3,7,,3.67e+07,1.58e-01,1.94e+01,0.043,C+,,T5520LS,,007002.000147,007002.000177,38583
N,2,,,5355.00,,,2s2.2p.3p,3P,2,5,2s2.2p.3d,1F*,3,7,,7.02e+03,4.23e-05,3.73e-03,-3.675,B+,,T7333,,007002.000041,007002.000054,302044
N,2,,,5383.721,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,3D*,2,5,,3.69e+05,2.67e-03,1.42e-01,-2.096,B+,,T7333,,007002.000038,007002.000049,38255
N,2,,,5390.688,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,3D*,1,3,,2.04e+05,8.87e-04,4.73e-02,-2.575,B+,,T7333,,007002.000038,007002.000048,38256
N,2,,,5452.070,,,2s2.2p.3p,3P,0,1,2s2.2p.3d,3P*,1,3,,9.82e+06,1.31e-01,2.36e+00,-0.881,B+,,T7333,,007002.000039,007002.000052,38282
N,2,,,5454.215,,,2s2.2p.3p,3P,1,3,2s2.2p.3d,3P*,0,1,,3.70e+07,5.50e-02,2.97e+00,-0.782,B+,,T7333,,007002.000040,007002.000053,38280
N,2,,,5457.389,,,2s2.2p.3p,1S,0,1,2s2.2p.4s,3P*,1,3,,1.83e+04,2.45e-04,4.41e-03,-3.610,D,,T6385,,007002.000043,007002.000057,38324
N,2,,,5462.581,,,2s2.2p.3p,3P,1,3,2s2.2p.3d,3P*,1,3,,1.11e+07,4.98e-02,2.69e+00,-0.826,B+,,T7333,,007002.000040,007002.000052,38278
N,2,,,5475.287,,,2s2.2p.3d,1D*,2,5,2s2.2p.4p,1D,2,5,,4.66e+06,2.10e-02,1.89e+00,-0.980,B,,"T5520,T6385",,007002.000047,007002.000068,38340
N,2,,,5478.086,,,2s2.2p.3p,3P,1,3,2s2.2p.3d,3P*,2,5,,5.22e+06,3.92e-02,2.12e+00,-0.930,B+,,T7333,,007002.000040,007002.000051,38281
N,2,,,5480.050,,,2s2.2p.3p,3P,2,5,2s2.2p.3d,3P*,1,3,,1.44e+07,3.89e-02,3.51e+00,-0.711,B+,,T7333,,007002.000041,007002.000052,38279
N,2,,,5493.233,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,1D*,2,5,,3.11e+04,2.34e-04,1.27e-02,-3.153,B,,T7333,,007002.000038,007002.000047,38254
N,2,5495.67,,5495.655,,450,2s2.2p.3p,3P,2,5,2s2.2p.3d,3P*,2,5,,2.66e+07,1.20e-01,1.09e+01,-0.220,B+,,T7333,L3513,007002.000041,007002.000051,36914
N,2,,,5526.234,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5D*,2,5,,2.13e+07,1.63e-01,8.88e+00,-0.312,C+,,T5520LS,,007002.000069,007002.000142,38496
N,2,,,5530.242,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5D*,3,7,,4.04e+07,2.59e-01,2.36e+01,0.113,C+,,T5520LS,,007002.000070,007002.000143,38495
N,2,5535.36,,5535.347,,285,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5D*,4,9,,6.04e+07,3.57e-01,4.55e+01,0.398,C+,,T5520LS,L3513,007002.000071,007002.000144,36915
N,2,,,5535.383,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5D*,1,3,,4.53e+07,2.08e-01,1.14e+01,-0.204,C+,,T5520LS,,007002.000069,007002.000141,38499
N,2,,,5540.061,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5D*,0,1,,6.03e+07,9.25e-02,5.06e+00,-0.557,C+,,T5520LS,,007002.000069,007002.000140,38502
N,2,,,5543.471,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5D*,2,5,,3.51e+07,1.62e-01,1.48e+01,-0.092,C+,,T5520LS,,007002.000070,007002.000142,38498
N,2,,,5551.922,,,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5D*,3,7,,2.00e+07,9.25e-02,1.18e+01,-0.189,C+,,T5520LS,,007002.000071,007002.000143,38497
N,2,,,5552.677,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5D*,1,3,,1.50e+07,4.16e-02,3.81e+00,-0.682,C+,,T5520LS,,007002.000070,007002.000141,38501
N,2,,,5565.255,,,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5D*,2,5,,3.97e+06,1.32e-02,1.69e+00,-1.035,C+,,T5520LS,,007002.000071,007002.000142,38500
N,2,,,5588.594,,,2s2.2p.3d,3D*,2,5,2s2.2p.4p,1D,2,5,,2.90e+04,1.36e-04,1.25e-02,-3.168,D,,T6385,,007002.000049,007002.000068,38358
N,2,,,5631.72,,,2s2.2p.4p,1D,2,5,2s2.2p.6s,1P*,1,3,,1.18e+07,3.37e-02,3.12e+00,-0.774,B,,T5520,,007002.000068,007002.000139,38518
N,2,5666.63,,5666.63,,650,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3D,2,5,,3.45e+07,2.77e-01,1.55e+01,-0.080,A,,T7333,L3513,007002.000029,007002.000035,36916
N,2,,,5674.00,,,2s2.2p.3p,3S,1,3,2s2.2p.3d,3F*,2,5,,4.82e+01,3.88e-07,2.18e-05,-5.934,B,,T7333,,007002.000038,007002.000044,302042
N,2,5676.02,,5676.02,,550,2s2.2p.3s,3P*,0,1,2s2.2p.3p,3D,1,3,,2.80e+07,4.05e-01,7.58e+00,-0.392,A,,T7333,L3513,007002.000028,007002.000034,36917
N,2,5679.56,,5679.56,,870,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3D,3,7,,4.96e+07,3.36e-01,3.14e+01,0.225,A,,T7333,L3513,007002.000030,007002.000036,36918
N,2,5686.21,,5686.21,,450,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3D,1,3,,1.78e+07,8.64e-02,4.85e+00,-0.586,A,,T7333,L3513,007002.000029,007002.000034,36919
N,2,5710.77,,5710.77,,450,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3D,2,5,,1.17e+07,5.74e-02,5.39e+00,-0.542,A,,T7333,L3513,007002.000030,007002.000035,36920
N,2,,,5730.66,,,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3D,1,3,,1.26e+06,3.73e-03,3.52e-01,-1.730,A,,T7333,,007002.000030,007002.000034,38154
